Notes,State of Residence,State of Residence Code,2023 Metro/Nonmetro,2023 Metro/Nonmetro Code,Mother's Hispanic Origin,Mother's Hispanic Origin Code,Source of Payment for Delivery,Source of Payment for Delivery Code,Maternal Morbidity Checked,Maternal Morbidity Checked Code,Births
,Idaho,16,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,10060
,Idaho,16,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,22
,Idaho,16,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,1784
,Idaho,16,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,16
,Idaho,16,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,941
,Idaho,16,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,121
,Idaho,16,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,26
,Idaho,16,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,32
,Idaho,16,Nonmetro,Nonmetro,Unknown or Not Stated,9,Self Pay,3,None checked,1,97
,Idaho,16,Nonmetro,Nonmetro,Unknown or Not Stated,9,Other,4,None checked,1,11
,Illinois,17,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,1066
,Illinois,17,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,62833
,Illinois,17,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,Unknown or Not Stated,9,369
,Illinois,17,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,693
,Illinois,17,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,37924
,Illinois,17,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,Unknown or Not Stated,9,55
,Illinois,17,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,20
,Illinois,17,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,1230
,Illinois,17,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,516
,Illinois,17,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,201
,Illinois,17,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,1428
,Illinois,17,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,78688
,Illinois,17,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,192
,Illinois,17,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,3843
,Illinois,17,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,181897
,Illinois,17,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,144
,Illinois,17,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,85
,Illinois,17,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,3555
,Illinois,17,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,25
,Illinois,17,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,40
,Illinois,17,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,1738
,Illinois,17,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,484
,Illinois,17,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,Unknown or Not Stated,9,35
,Illinois,17,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,At least one checked,0,22
,Illinois,17,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,852
,Illinois,17,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,At least one checked,0,56
,Illinois,17,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,1781
,Illinois,17,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,31
,Illinois,17,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,17
,Illinois,17,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,17
,Illinois,17,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,70
,Illinois,17,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,2581
,Illinois,17,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,29
,Illinois,17,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,1356
,Illinois,17,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,125
,Illinois,17,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,36
,Illinois,17,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,372
,Illinois,17,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,20111
,Illinois,17,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,664
,Illinois,17,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,27474
,Illinois,17,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,18
,Illinois,17,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,37
,Illinois,17,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,1835
,Illinois,17,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,38
,Illinois,17,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,12
,Illinois,17,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,457
,Illinois,17,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,145
,Illinois,17,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,63
,Illinois,17,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,59
,Indiana,18,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,283
,Indiana,18,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,21261
,Indiana,18,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,Unknown or Not Stated,9,81
,Indiana,18,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,114
,Indiana,18,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,8930
,Indiana,18,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,Unknown or Not Stated,9,28
,Indiana,18,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,18
,Indiana,18,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,1271
,Indiana,18,Metro,Metro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,10
,Indiana,18,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,813
,Indiana,18,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,311
,Indiana,18,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,Unknown or Not Stated,9,10
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,890
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,63114
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,200
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,1496
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,100765
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,178
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,90
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,6980
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,17
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,114
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,7655
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,Unknown or Not Stated,9,34
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,At least one checked,0,25
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,1514
,Indiana,18,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,Unknown or Not Stated,9,46
,Indiana,18,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,145
,Indiana,18,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,137
,Indiana,18,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,30
,Indiana,18,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,11
,Indiana,18,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,17
,Indiana,18,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,Unknown or Not Stated,9,12
,Indiana,18,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,54
,Indiana,18,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,3660
,Indiana,18,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,34
,Indiana,18,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,1449
,Indiana,18,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,302
,Indiana,18,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,103
,Indiana,18,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,165
,Indiana,18,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,260
,Indiana,18,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,19160
,Indiana,18,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,34
,Indiana,18,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,447
,Indiana,18,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,26385
,Indiana,18,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,42
,Indiana,18,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,81
,Indiana,18,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,6941
,Indiana,18,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,15
,Indiana,18,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,32
,Indiana,18,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,1523
,Indiana,18,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,577
,Indiana,18,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,20
,Indiana,18,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,17
,Iowa,19,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,104
,Iowa,19,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,5019
,Iowa,19,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,66
,Iowa,19,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,3044
,Iowa,19,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,40
,Iowa,19,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,1213
,Iowa,19,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,116
,Iowa,19,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,428
,Iowa,19,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,22300
,Iowa,19,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,1230
,Iowa,19,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,43352
,Iowa,19,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,23
,Iowa,19,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,37
,Iowa,19,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,1699
,Iowa,19,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,19
,Iowa,19,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,810
,Iowa,19,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,16
,Iowa,19,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,80
,Iowa,19,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,3157
,Iowa,19,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,74
,Iowa,19,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,1912
,Iowa,19,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,27
,Iowa,19,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,850
,Iowa,19,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,65
,Iowa,19,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,356
,Iowa,19,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,14162
,Iowa,19,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,657
,Iowa,19,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,23235
,Iowa,19,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,32
,Iowa,19,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,2406
,Iowa,19,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,17
,Iowa,19,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,496
,Iowa,19,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,10
,Kansas,20,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,68
,Kansas,20,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,6051
,Kansas,20,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,63
,Kansas,20,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,5194
,Kansas,20,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,31
,Kansas,20,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,2955
,Kansas,20,Metro,Metro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,22
,Kansas,20,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,1421
,Kansas,20,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,456
,Kansas,20,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,177
,Kansas,20,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,16923
,Kansas,20,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,602
,Kansas,20,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,42047
,Kansas,20,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,51
,Kansas,20,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,3063
,Kansas,20,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,68
,Kansas,20,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,4941
,Kansas,20,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,242
,Kansas,20,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,70
,Kansas,20,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,102
,Kansas,20,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,14
,Kansas,20,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,18
,Kansas,20,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,16
,Kansas,20,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,52
,Kansas,20,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,3163
,Kansas,20,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,39
,Kansas,20,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,2803
,Kansas,20,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,23
,Kansas,20,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,1356
,Kansas,20,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,197
,Kansas,20,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,207
,Kansas,20,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,145
,Kansas,20,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,8923
,Kansas,20,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,258
,Kansas,20,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,14746
,Kansas,20,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,21
,Kansas,20,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,1786
,Kansas,20,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,12
,Kansas,20,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,712
,Kansas,20,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,287
,Kansas,20,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,29
,Kansas,20,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,30
,Kansas,20,Nonmetro,Nonmetro,Unknown or Not Stated,9,Self Pay,3,None checked,1,12
,Kansas,20,Nonmetro,Nonmetro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,11
,Kentucky,21,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,127
,Kentucky,21,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,7534
,Kentucky,21,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,55
,Kentucky,21,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,3099
,Kentucky,21,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,30
,Kentucky,21,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,2393
,Kentucky,21,Metro,Metro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,25
,Kentucky,21,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,1738
,Kentucky,21,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,495
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,460
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,35432
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,41
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,951
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,52958
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,54
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,50
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,2834
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,16
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,71
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,6442
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,Unknown or Not Stated,9,20
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,At least one checked,0,13
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,718
,Kentucky,21,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,Unknown or Not Stated,9,12
,Kentucky,21,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,321
,Kentucky,21,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,At least one checked,0,10
,Kentucky,21,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,278
,Kentucky,21,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,29
,Kentucky,21,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,28
,Kentucky,21,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,23
,Kentucky,21,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,1201
,Kentucky,21,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,542
,Kentucky,21,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,21
,Kentucky,21,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,886
,Kentucky,21,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,246
,Kentucky,21,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,104
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,440
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,31592
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,65
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,370
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,23901
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,37
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,60
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,3371
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,77
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,35
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,2455
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,Unknown or Not Stated,9,13
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,At least one checked,0,22
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,951
,Kentucky,21,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,Unknown or Not Stated,9,27
,Kentucky,21,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,72
,Kentucky,21,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,48
,Kentucky,21,Nonmetro,Nonmetro,Unknown or Not Stated,9,Self Pay,3,None checked,1,11
,Kentucky,21,Nonmetro,Nonmetro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,33
,Louisiana,22,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,228
,Louisiana,22,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,15133
,Louisiana,22,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,38
,Louisiana,22,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,2340
,Louisiana,22,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,13
,Louisiana,22,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,668
,Louisiana,22,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,511
,Louisiana,22,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,844
,Louisiana,22,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,74248
,Louisiana,22,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,638
,Louisiana,22,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,53938
,Louisiana,22,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,23
,Louisiana,22,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,2137
,Louisiana,22,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,31
,Louisiana,22,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,3255
,Louisiana,22,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,18
,Louisiana,22,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,52
,Louisiana,22,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,35
