Notes,State of Residence,State of Residence Code,2023 Metro/Nonmetro,2023 Metro/Nonmetro Code,Mother's Hispanic Origin,Mother's Hispanic Origin Code,Source of Payment for Delivery,Source of Payment for Delivery Code,Maternal Morbidity Checked,Maternal Morbidity Checked Code,Births
,Rhode Island,44,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,81
,Rhode Island,44,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,16
,Rhode Island,44,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,552
,Rhode Island,44,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,16
,Rhode Island,44,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,70
,Rhode Island,44,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,97
,South Carolina,45,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,183
,South Carolina,45,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,16207
,South Carolina,45,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,Unknown or Not Stated,9,14
,South Carolina,45,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,125
,South Carolina,45,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,6279
,South Carolina,45,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,48
,South Carolina,45,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,3390
,South Carolina,45,Metro,Metro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,24
,South Carolina,45,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,1774
,South Carolina,45,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,24
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,670
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,55864
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,93
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,1411
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,75983
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,98
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,50
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,5121
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,Unknown or Not Stated,9,21
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,170
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,11323
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,Unknown or Not Stated,9,11
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,70
,South Carolina,45,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,Unknown or Not Stated,9,11
,South Carolina,45,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,203
,South Carolina,45,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,146
,South Carolina,45,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,58
,South Carolina,45,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,20
,South Carolina,45,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,23
,South Carolina,45,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,1300
,South Carolina,45,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,13
,South Carolina,45,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,353
,South Carolina,45,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,11
,South Carolina,45,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,343
,South Carolina,45,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,75
,South Carolina,45,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,164
,South Carolina,45,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,13155
,South Carolina,45,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,Unknown or Not Stated,9,28
,South Carolina,45,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,130
,South Carolina,45,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,7234
,South Carolina,45,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,Unknown or Not Stated,9,10
,South Carolina,45,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,11
,South Carolina,45,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,634
,South Carolina,45,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,14
,South Carolina,45,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,1521
,South Carolina,45,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,13
,South Carolina,45,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,15
,South Dakota,46,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,781
,South Dakota,46,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,10
,South Dakota,46,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,616
,South Dakota,46,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,244
,South Dakota,46,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,171
,South Dakota,46,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,52
,South Dakota,46,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,3684
,South Dakota,46,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,229
,South Dakota,46,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,12137
,South Dakota,46,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,1122
,South Dakota,46,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,31
,South Dakota,46,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,1440
,South Dakota,46,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,15
,South Dakota,46,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,14
,South Dakota,46,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,14
,South Dakota,46,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,843
,South Dakota,46,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,544
,South Dakota,46,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,113
,South Dakota,46,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,27
,South Dakota,46,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,98
,South Dakota,46,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,4461
,South Dakota,46,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,144
,South Dakota,46,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,11105
,South Dakota,46,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,14
,South Dakota,46,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,1085
,South Dakota,46,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,18
,South Dakota,46,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,854
,South Dakota,46,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,64
,South Dakota,46,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,11
,Tennessee,47,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,323
,Tennessee,47,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,27803
,Tennessee,47,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,109
,Tennessee,47,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,8058
,Tennessee,47,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,15
,Tennessee,47,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,1301
,Tennessee,47,Metro,Metro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,12
,Tennessee,47,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,1112
,Tennessee,47,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,315
,Tennessee,47,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,694
,Tennessee,47,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,72142
,Tennessee,47,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,1731
,Tennessee,47,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,108067
,Tennessee,47,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,82
,Tennessee,47,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,5383
,Tennessee,47,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,65
,Tennessee,47,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,5903
,Tennessee,47,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,At least one checked,0,11
,Tennessee,47,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,1269
,Tennessee,47,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,185
,Tennessee,47,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,134
,Tennessee,47,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,37
,Tennessee,47,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,13
,Tennessee,47,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,53
,Tennessee,47,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,4067
,Tennessee,47,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,965
,Tennessee,47,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,226
,Tennessee,47,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,51
,Tennessee,47,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,107
,Tennessee,47,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,279
,Tennessee,47,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,25982
,Tennessee,47,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,321
,Tennessee,47,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,21135
,Tennessee,47,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,41
,Tennessee,47,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,2178
,Tennessee,47,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,605
,Tennessee,47,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,At least one checked,0,14
,Tennessee,47,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,1016
,Tennessee,47,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,32
,Tennessee,47,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,28
,Tennessee,47,Nonmetro,Nonmetro,Unknown or Not Stated,9,Self Pay,3,None checked,1,16
,Texas,48,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,2940
,Texas,48,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,363317
,Texas,48,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,1506
,Texas,48,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,188695
,Texas,48,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,290
,Texas,48,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,44340
,Texas,48,Metro,Metro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,32
,Texas,48,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,4434
,Texas,48,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,At least one checked,0,80
,Texas,48,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,9500
,Texas,48,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,1509
,Texas,48,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,175350
,Texas,48,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,3543
,Texas,48,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,372022
,Texas,48,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,361
,Texas,48,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,31467
,Texas,48,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,32
,Texas,48,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,2680
,Texas,48,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,At least one checked,0,200
,Texas,48,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,18752
,Texas,48,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,At least one checked,0,27
,Texas,48,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,1879
,Texas,48,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,At least one checked,0,38
,Texas,48,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,2192
,Texas,48,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,309
,Texas,48,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,45
,Texas,48,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,80
,Texas,48,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,Unknown or Not Stated,9,26
,Texas,48,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,409
,Texas,48,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,33926
,Texas,48,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,150
,Texas,48,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,14232
,Texas,48,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,36
,Texas,48,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,3697
,Texas,48,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,362
,Texas,48,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,336
,Texas,48,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,278
,Texas,48,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,29703
,Texas,48,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,309
,Texas,48,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,30960
,Texas,48,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,52
,Texas,48,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,4923
,Texas,48,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,392
,Texas,48,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,651
,Texas,48,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,128
,Texas,48,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,93
,Texas,48,Nonmetro,Nonmetro,Unknown or Not Stated,9,Self Pay,3,None checked,1,27
,Utah,49,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,260
,Utah,49,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,9123
,Utah,49,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,457
,Utah,49,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,17743
,Utah,49,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,79
,Utah,49,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,3837
,Utah,49,Metro,Metro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,11
,Utah,49,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,626
,Utah,49,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,140
,Utah,49,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,275
,Utah,49,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,12761
,Utah,49,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,2042
,Utah,49,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,84671
,Utah,49,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,110
,Utah,49,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,7582
,Utah,49,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,63
,Utah,49,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,2984
,Utah,49,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,318
,Utah,49,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,373
,Utah,49,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,At least one checked,0,15
,Utah,49,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,678
,Utah,49,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,151
,Utah,49,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,24
,Utah,49,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,16
,Utah,49,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,23
,Utah,49,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,844
,Utah,49,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,23
,Utah,49,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,1004
,Utah,49,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,19
,Utah,49,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,650
,Utah,49,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,59
,Utah,49,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,70
,Utah,49,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,2795
,Utah,49,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,241
,Utah,49,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,10438
,Utah,49,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,23
,Utah,49,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,1161
,Utah,49,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,11
,Utah,49,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,623
,Utah,49,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,27
,Utah,49,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,50
,Utah,49,Nonmetro,Nonmetro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,77
,Utah,49,Nonmetro,Nonmetro,Unknown or Not Stated,9,Self Pay,3,None checked,1,22
,Vermont,50,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,141
,Vermont,50,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,114
,Vermont,50,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,15
,Vermont,50,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,11
,Vermont,50,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,44
,Vermont,50,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,1794
,Vermont,50,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,105
,Vermont,50,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,4014
,Vermont,50,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,125
,Vermont,50,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,303
,Vermont,50,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,15
,Vermont,50,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,189
,Vermont,50,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,155
,Vermont,50,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,36
,Vermont,50,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,65
,Vermont,50,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,4186
,Vermont,50,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,163
,Vermont,50,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,5516
,Vermont,50,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,282
,Vermont,50,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,269
,Vermont,50,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,22
,Vermont,50,Nonmetro,Nonmetro,Unknown or Not Stated,9,Medicaid,1,None checked,1,16
,Virginia,51,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,231
,Virginia,51,Metro,Metro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,31866
,Virginia,51,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,110
,Virginia,51,Metro,Metro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,16666
,Virginia,51,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,At least one checked,0,25
,Virginia,51,Metro,Metro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,2474
,Virginia,51,Metro,Metro,Hispanic or Latino,2135-2,Other,4,At least one checked,0,70
,Virginia,51,Metro,Metro,Hispanic or Latino,2135-2,Other,4,None checked,1,4134
,Virginia,51,Metro,Metro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,153
,Virginia,51,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,512
,Virginia,51,Metro,Metro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,62002
,Virginia,51,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,At least one checked,0,1291
,Virginia,51,Metro,Metro,Not Hispanic or Latino,2186-5,Private Insurance,2,None checked,1,141086
,Virginia,51,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,At least one checked,0,63
,Virginia,51,Metro,Metro,Not Hispanic or Latino,2186-5,Self Pay,3,None checked,1,5986
,Virginia,51,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,At least one checked,0,327
,Virginia,51,Metro,Metro,Not Hispanic or Latino,2186-5,Other,4,None checked,1,20338
,Virginia,51,Metro,Metro,Not Hispanic or Latino,2186-5,Unknown or Not Stated,9,None checked,1,416
,Virginia,51,Metro,Metro,Unknown or Not Stated,9,Medicaid,1,None checked,1,315
,Virginia,51,Metro,Metro,Unknown or Not Stated,9,Private Insurance,2,None checked,1,964
,Virginia,51,Metro,Metro,Unknown or Not Stated,9,Self Pay,3,None checked,1,61
,Virginia,51,Metro,Metro,Unknown or Not Stated,9,Other,4,None checked,1,49
,Virginia,51,Metro,Metro,Unknown or Not Stated,9,Unknown or Not Stated,9,None checked,1,12
,Virginia,51,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,At least one checked,0,17
,Virginia,51,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Medicaid,1,None checked,1,1884
,Virginia,51,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,At least one checked,0,11
,Virginia,51,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Private Insurance,2,None checked,1,669
,Virginia,51,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Self Pay,3,None checked,1,175
,Virginia,51,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Other,4,None checked,1,82
,Virginia,51,Nonmetro,Nonmetro,Hispanic or Latino,2135-2,Unknown or Not Stated,9,None checked,1,18
,Virginia,51,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,At least one checked,0,185
,Virginia,51,Nonmetro,Nonmetro,Not Hispanic or Latino,2186-5,Medicaid,1,None checked,1,15530
